,id,uid,name,lat,lng,address,postal_code,city_id,city_name,city_insee,city_tier,phone,email,since,created_at,network_name,conservation_care,funeral_organization,management_and_use_of_funeral_chambers,provide_hearses_and_mourning_cars,supply_covers_coffins_interior_exterior_accessories_urns,supply_personnel_items_services,transport_body_before_after_burial,habilitation_issued_at,habilitation_expired_at,habilitation_number,cinerary_monuments,deceased_transport,establishment_pictures,establishment_video,funeral_accessories_and_urns,marble_services,monuments_maintenance,mpf_url,online_administrative_procedures,online_death_notice,online_quote_request,permanence_days,siret_number,religion,undertaker_type,status
7760,46261,eaca5c7cd5b1d9ea,SAS GASSICO,48.9252652,2.342356,"61, boulevard de la Libération",93200,35958,Saint-Denis,93066,1,0148201259,nloup@fmaxfr,,2020-10-23 10:26:52.597949,,0,0,0,0,1,1,1,2017-06-17,2023-06-17,17-93-109,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,1
7761,46262,f9c620aee64e8854,La Maison des Obsèques Carrefour du funéraire,48.9373088,2.3592402,"17, place du Caquet",93200,35958,Saint-Denis,93066,1,0148260000,cf.saintdenis@gmail.com,,2020-10-23 10:26:52.708526,La Maison des obsèques,0,1,0,0,1,1,0,2018-03-28,2024-03-28,19-93-269,-1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/93/saint-denis/pompes-funebres-la-maison-des-obseques-le-carrefour-du-funeraire,-1,1,1,1,,-1,0,0
7762,46263,9df55cab848e5a58,Pompes Funèbres Amethyste International,48.9372725,2.3626386,"27, boulevard de la Commune de Paris",93200,35958,Saint-Denis,93066,1,0142355657,,,2020-10-23 10:26:52.817532,,0,1,0,0,1,0,1,2019-09-25,2025-09-25,19-93-288,-1,1,-1,-1,1,1,1,https://meilleures-pompes-funebres.com/93/saint-denis/pompes-funebres-amethyste-internationale,-1,1,1,1,800 163 636 00015,-1,0,0
7763,46264,b9d3ad8e6a0d53b3,Pompes Funèbres Générales,48.8849414,2.5337081,"9, rue Henri Maillard",93220,35982,Gagny,93032,1,0143810856,Agence-Gagny-1@PFG.FR,,2020-10-23 10:26:52.925574,PFG Services Funéraires,1,1,0,1,1,1,1,2016-02-25,2022-02-25,18-93-087,1,1,0,0,1,1,1,,0,1,1,1,542 076 799 16987,-1,0,0
7764,46265,701366571f76c090,Pompes Funèbres Générales,48.9546376,2.3837257,"19, bd. Maxime Gorki",93240,35971,Stains,93072,1,0148299089,Agence-Stains-1@PFG.FR,,2020-10-23 10:26:53.033235,PFG Services Funéraires,0,1,0,1,1,1,1,2014-12-12,2020-12-12,18-93-074,1,1,1,0,1,1,0,https://meilleures-pompes-funebres.com/93/stains/pompes-funebres-generales-pfg,0,1,1,1,542 076 799 05311,-1,0,0
7765,46266,9fcef82000e507f4,Pompes Funèbres Avanzini,48.9579005,2.3844345,"6, rue Michel Rolnikas",93240,35971,Stains,93072,1,0148266428,avanzini95@orange.fr,,2020-10-23 10:26:53.140880,,0,1,0,0,1,1,0,,,15.92.N.90,0,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/93/stains/pompes-funebres-avanzini,0,0,1,1,310 027 065 00021,-1,0,0
7766,46267,824449898d600953,Pompes Funèbres Générales,48.8845106,2.5103869,"3, av. Outrebon",93250,35951,Villemomble,93077,2,0148942644,Agence-Villemomble-1@PFG.FR,,2020-10-23 10:26:53.250149,PFG Services Funéraires,1,1,0,1,1,1,1,2016-02-25,2022-02-25,18-93-072,1,0,1,0,1,1,0,https://meilleures-pompes-funebres.com/93/villemomble/pfg-services-funeraires,0,1,1,1,542 076 799 08638,-1,0,0
7767,46268,c9223aa7cee53e67,Pompes Funèbres Cridel Lescarcelle,48.8831148,2.4994815,"97, av. de Rosny",93250,35951,Villemomble,93077,2,0145287030,lescarcellevillemomble@gmail.com,,2020-10-23 10:26:53.358918,,0,1,0,0,1,1,0,2014-09-25,2020-09-25,14-93-132,0,0,1,0,1,1,0,https://meilleures-pompes-funebres.com/93/villemomble/pompes-funebres-lescarcelle,0,1,1,1,,-1,0,0
7768,46269,df4c493b1be3f9b7,SARL LB OBSEQUES,48.8778737,2.5141631,"7, rue Emile Hinzelin",93250,35951,Villemomble,93077,2,0611027778,lbobseque@freefr,,2020-10-23 10:26:53.473151,,0,0,0,0,0,1,0,2020-06-02,2026-06-02,14-93-279,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,1,0
7769,46270,a45f3808cb671064,Pompes Funèbres Musulmanes Oummati,48.9486674,2.5245643,"18, rue Charles Conrad",93270,35950,Sevran,93071,1,0662304454,pfoummati@orange.fr,,2020-10-23 10:26:53.602293,,0,1,0,0,1,1,1,2019-11-26,2025-11-26,19-93-0116,0,1,0,0,1,0,-1,,0,0,0,1,848 125 803 00025,1,0,0
7770,46271,f1dd9ce5e81b2725,Pompes Funèbres Roc'Eclerc,48.9845153,2.5530586,"3, rue du Cimetière",93290,178,Tremblay-en-France,93073,1,0148607995,contact@soisonsfuneraire.fr,,2020-10-23 10:26:53.704812,Roc Eclerc,0,1,0,0,1,1,1,2014-07-16,2020-07-16,16-93-209,1,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/93/tremblay-en-france/soissons-funeraire,0,1,1,1,301 916 532 00064,-1,0,0
7771,46272,fb03402de5e8b6b0,Pompes funèbres Sublimatorium Florian Leclerc,48.9418611,2.5738455,"22, avenue Pasteur",93290,178,Tremblay-en-France,93073,1,0149632170,pfftremblay@orange.fr,,2020-10-23 10:26:53.811595,Services funéraires Sublimatorium Florian Leclerc,0,1,0,1,1,0,0,2015-04-23,2021-04-23,15-93-254,1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/93/tremblay-en-france/pompes-funebres-florian-leclerc-sublimatorium,0,1,1,1,511 394 025 00031,-1,0,0
7772,46273,36470a34fce17689,Pompes Funèbres de Tremblay,48.9421294,2.5724944,"16, avenue Pasteur",93290,178,Tremblay-en-France,93073,1,0148611772,pompesfunebresdetremblay@orange.fr,,2020-10-23 10:26:53.918669,,0,1,0,0,0,1,0,2016-03-09,2022-03-09,16-93-239,1,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/93/tremblay-en-france/pompes-funebres-de-tremblay,-1,-1,-1,-1,501 173 553 00014,-1,0,0
7773,46274,ecdd0a3aae9d9974,SA OGF Crématorium,48.9869801,2.5537291,Chemin des Plâtrières,93290,178,Tremblay-en-France,93073,1,0148614501,CrematoriumTremblayEnFrance@Atriumsitesfunerairescom,,2020-10-23 10:26:54.025579,,0,0,0,0,0,0,0,2020-06-23,2021-06-23,20-93-0131,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,3
7774,46275,3686c2ee1876eab9,Pompes Funèbres Générales,48.9141457,2.3823265,"3, rue de la Commune de Paris",93300,35963,Aubervilliers,93001,1,0148346109,Agence-Aubervilliers-1@PFG.FR,,2020-10-23 10:26:54.130797,PFG Services Funéraires,1,1,0,1,1,1,1,2016-02-25,2022-02-25,18-93-101,-1,-1,1,-1,1,1,-1,https://meilleures-pompes-funebres.com/93/aubervilliers/pompes-funebres-generales-pfg,-1,1,1,-1,542 076 799 05154,-1,0,0
7775,46276,fa7d4722cbcaa525,Pompes Funèbres Aubervilliers - Santilly Le Choix Funéraire,48.9167368,2.3931794,"48, rue Charles Tillon",93300,35963,Aubervilliers,93001,1,0143520147,,,2020-10-23 10:26:54.239817,Le Choix Funéraire,0,1,1,0,1,1,0,2015-03-31,2021-03-31,16-93-049,-1,-1,1,0,1,1,1,https://meilleures-pompes-funebres.com/93/aubervilliers/pompes-funebres-santilly-le-choix-funeraire,-1,1,1,-1,,-1,0,0
7776,46277,6df6402f4d70a1f0,Pompes Funèbres Et Marbrerie Musulmane Dar El Khadra,48.9061024,2.3943296,"99, avenue Jean Jaurès",93300,35963,Aubervilliers,93001,1,0148392480,pfmdek@outlook.fr,,2020-10-23 10:26:54.350087,,0,1,0,1,1,1,0,2019-06-06,2025-06-06,19-93-326,-1,1,0,0,-1,1,-1,https://meilleures-pompes-funebres.com/93/aubervilliers/pf-marbrerie-mulsulmane-nahdj-ei-istikbal,0,0,1,1,848 163 374 00012,1,0,0
7777,46278,e514b944f3b16a03,Pompes Funèbres Franco-Chinoises,48.9074912,2.3746518,"111, avenue Victor Hugo",93300,35963,Aubervilliers,93001,1,0699979888,,,2020-10-23 10:26:54.457521,,0,1,0,0,1,1,0,2019-12-13,2025-12-13,19-93-0117,-1,-1,-1,-1,-1,1,-1,,-1,-1,-1,-1,852 645 738 00018,-1,0,0
7778,46279,a6e07fdc9d0bad9e,Pompes Funèbres Générales,48.9053589,2.5055683,"17, allée Robillard",93320,35949,Pavillons-sous-Bois,93057,2,0148481257,Agence-PavillonsSousBois-1@PFG.FR,,2020-10-23 10:26:54.587581,PFG Services Funéraires,1,1,0,0,1,1,1,2016-05-20,2022-05-20,18-93-094,1,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/93/les-pavillons-sous-bois/pompes-funebres-generales-pfg,0,1,1,1,542 076 799 05659,-1,0,0
7779,46280,f6e489bc8bf36bba,SARL AL KADR,48.9044811,2.5061086,"14, allée Henri Barbusse",93320,35949,Pavillons-sous-Bois,93057,2,0662608033,alkadr13400@gmailcom,,2020-10-23 10:26:54.692123,,0,1,0,0,1,0,0,2020-06-23,2026-06-23,20-93-0125,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,0
7780,46281,bacdd4696cb8afcb,Pompes Funèbres Générales,48.8571699,2.5320224,"31, rue P. et C. Thomoux",93330,35979,Neuilly-sur-Marne,93050,1,0143082017,Agence-NeuillySurMarne-1@PFG.FR,,2020-10-23 10:26:54.804708,PFG Services Funéraires,1,1,1,1,1,1,1,2016-05-20,2022-05-20,18-93-118,0,0,1,0,1,1,0,https://meilleures-pompes-funebres.com/93/neuilly-sur-marne/pompes-funebres-generales-pfg,0,1,1,1,542 076 799 05394,-1,0,0
7781,46282,941a9c4d52c5184d,Pompes Funèbres et Marbrerie Berrier,48.8571699,2.5320224,"88, rue P. et C. Thomoux",93330,35979,Neuilly-sur-Marne,93050,1,0143080442,,,2020-10-23 10:26:54.917091,,0,1,0,0,1,1,1,2016-07-07,2022-07-07,16-93-122,0,1,1,0,1,1,0,https://meilleures-pompes-funebres.com/93/neuilly-sur-marne/marbrerie-pompes-funebres-berrier-et-fils,0,0,1,1,318 635 950 00013,-1,0,0
7782,46283,e64740557062165a,Pompes Funèbres Roc-Eclerc,48.8549145,2.5228443,"17, boulevard du Maréchal Foch",93330,35979,Neuilly-sur-Marne,93050,1,0149446677,roceclerc@wanadoo.fr,,2020-10-23 10:26:55.029792,Roc Eclerc,0,1,0,0,1,1,0,2018-11-22,2024-11-22,19-93-158,0,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/93/neuilly-sur-marne/pompes-funebres-roc-eclerc,0,1,1,1,753 216 704 00985,-1,0,0
7783,46284,fc7ac3d14b47d6e3,Services Funéraires César Carvalho,48.8723365,2.5300131,"230 b, rue Paul et Camille Thomoux",93330,35979,Neuilly-sur-Marne,93050,1,0983410893,,,2020-10-23 10:26:55.145852,,0,1,0,1,0,1,1,,,20-93-135,1,1,1,0,1,0,-1,https://meilleures-pompes-funebres.com/93/neuilly-sur-marne/services-funeraires-cesar-carvalho,0,0,1,1,812 015 592 00023,-1,0,0
7784,46285,bd5c885914ef79bf,Pompes Funèbres Générales,48.899137,2.572912,"55, rue du Général Leclerc",93370,176,Montfermeil,93047,2,0143304282,Agence-Montfermeil-1@PFG.FR,,2020-10-23 10:26:55.331251,PFG Services Funéraires,1,1,1,1,1,1,1,2018-06-04,2024-06-04,18-93-111,0,1,1,0,1,1,0,,0,1,1,1,542 076 799 05337,-1,0,0
7785,46286,96102c24065b8e76,Pompes Funèbres Roc-Eclerc,48.8999013,2.5722502,"31, rue du Général Leclerc",93370,176,Montfermeil,93047,2,0145691212,Agencelimeilbrevames@roceclerc.fr,,2020-10-23 10:26:55.440027,Roc Eclerc,0,1,0,0,1,1,0,2020-05-26,2021-05-26,19–93-0119,0,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/93/montfermeil/pompes-funebres-roc-eclerc,0,1,1,1,753 216 704 01124,-1,0,0
7786,46287,87cf00cc3139d020,Pompes Funèbres Marbrerie Feuillatre,48.8992362,2.5726997,"49,rue du Général Leclerc",93370,176,Montfermeil,93047,2,0970356448,Feuillatremontfermeil@gmail.com,,2020-10-23 10:26:55.562779,,0,1,0,0,1,1,1,2019-07-02,2025-07-02,19-93-315,0,1,1,0,1,1,0,https://meilleures-pompes-funebres.com/93/montfermeil/pompes-funebres-feuillatre,0,0,1,1,828 038 117 00010,-1,0,0
7787,46288,9ca438cee843ca20,Pompes Funèbres Rahmet,48.9021096,2.582003,"21/23, avenue Marcel Dassault",93370,176,Montfermeil,93047,2,0620152408,pfrahmet@gmail.com,,2020-10-23 10:26:55.671194,,0,1,0,0,1,1,1,2019-08-14,2020-08-14,19-93-327,0,1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,845 238 104 00010,-1,2,10
7788,46289,7f54d93a14f95cb7,Pompes Funèbres Marbrerie Feuillatre,48.8971487,2.5825832,"100-102, rue des Moulins",93370,176,Montfermeil,93047,2,0145090080,Feuillatremontfermeil@gmail.com,,2020-10-23 10:26:55.785331,,0,0,0,0,0,1,0,2019-07-02,2025-07-02,19-93-316,0,1,1,0,1,1,0,,0,0,1,1,828 038 117 00028,-1,0,0
7789,46290,9ec640dc738768bb,Pompes Funèbres Musulmanes Al Janaza,48.9633852,2.3591632,"16, avenue Gabriel Péri",93380,35967,Pierrefitte-sur-Seine,93059,2,0149980752,pfmaljanaza@yahoo.fr,,2020-10-23 10:26:55.900754,,1,1,0,1,1,1,1,2019-01-16,2025-01-16,19-93-280,0,1,0,0,1,0,-1,https://meilleures-pompes-funebres.com/93/pierrefitte-sur-seine/pompes-funebres-janaza,0,0,0,1,533 490 272 00036,1,0,0
7790,46291,8cda66834bf58fbd,Pompes Funèbres et Marbrerie Lescarcelle,48.9695356,2.3629029,"31, avenue Gallieni",93380,35967,Pierrefitte-sur-Seine,93059,2,0142355213,Lescarcellepierrefitte@gmail.com,,2020-10-23 10:26:56.014747,La Maison des obsèques,0,1,0,0,1,1,0,2018-03-21,2024-03-21,19-93-123,1,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/93/pierrefitte-sur-seine/pompes-funebres-la-maison-des-obseques-lescarcelle,0,0,0,1,320 229 289 00238,-1,0,0
7791,46292,47d2e33932f609d7,Transports Funéraires Domingues,48.914467,2.5476175,"3, impasse du Plateau",93390,35960,Clichy-sous-Bois,93014,2,0143305459,,,2020-10-23 10:26:56.126897,,0,-1,0,1,1,1,1,2020-01-09,2026-01-09,20-93-0120,-1,1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,0,0
7792,46293,50cec07687a28700,Centre Funéraire Marbrerie THOIN,48.9073284,2.346056,"2/4, avenue du Cimetière Parisien",93400,35975,Saint-Ouen,93070,1,0140124799,,,2020-10-23 10:26:56.238020,,0,1,0,0,1,1,0,2017-08-30,2023-08-30,17-93-059,-1,-1,-1,-1,1,1,1,https://meilleures-pompes-funebres.com/93/saint-ouen/marbrerie-thoin,-1,-1,-1,-1,,-1,0,0
7793,46294,74e635b3aa37eac1,Pompes Funèbres Générales,48.9124862,2.3337286,"4, place de la République",93400,35975,Saint-Ouen,93070,1,0140110049,Agence-SaintOuen-1@PFG.FR,,2020-10-23 10:26:56.349080,PFG Services Funéraires,1,1,0,1,1,1,1,2016-02-25,2022-02-25,18-93-073,-1,1,1,0,1,1,1,,-1,1,1,1,542 076 799 05386,-1,0,0
7794,46295,c49c9b2baff67c8d,Pompes Funèbres Saint Ouen - Cridel Goudry Bayer,48.9075037,2.3454654,"11, av. du Cimetière Parisien",93400,35975,Saint-Ouen,93070,1,0140126820,,,2020-10-23 10:26:56.459875,,0,1,0,0,1,1,0,2017-05-19,2023-05-19,17-93-128,-1,0,1,0,1,1,1,https://meilleures-pompes-funebres.com/93/saint-ouen/pompes-funebres-bayer,-1,1,1,-1,,-1,0,0
7795,46296,5479d1a08eab9725,Pompes Funèbres REBILLON,48.9071469,2.3449683,"8, avenue du Cimetière Parisien",93400,35975,Saint-Ouen,93070,1,0140110303,,,2020-10-23 10:26:56.564858,La Maison Rebillon,0,1,0,1,1,1,1,2017-04-24,2023-04-24,17-93-294,-1,0,1,0,1,1,1,https://meilleures-pompes-funebres.com/93/saint-ouen/pompes-funebres-guerin-buy-france-obseques,-1,1,1,-1,753 216 704 00498,-1,0,0
7796,46297,ea3713506bc09220,Pompes Funèbres et Marbrerie Funéraire 93,48.9531123,2.5321082,86 Boulevard Robert Ballanger,93420,35965,Villepinte,93078,1,0143840033,Agence-Villepinte-1@DIGNITE.FR,,2020-10-23 10:26:56.665714,Dignité Funéraire,1,1,1,1,1,1,1,2016-05-20,2022-05-20,18-93-115,1,1,0,0,1,1,1,,0,1,1,1,542 076 799 05212,-1,0,0
7797,46298,07db5e1af4e4e1ab,Pompes Funèbres Générales,48.9539436,2.5308013,"83, bd Robert Ballanger",93420,35965,Villepinte,93078,1,0143837442,Agence-Villepinte-2@PFG.FR,,2020-10-23 10:26:56.772023,PFG Services Funéraires,1,1,1,1,1,1,1,2019-02-04,2025-02-04,18-93-113,1,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/93/villepinte/pompes-funebres-generales-pfg,0,1,1,1,542 076 799 03290,-1,0,0
7798,46299,a3fe2e0ac0e5ce78,Pompes Funèbres ROC ECLERC,48.9658771,2.5410043,"26, route de Tremblay",93420,35965,Villepinte,93078,1,0143836269,villepinte@soissonsfuneraie.fr,,2020-10-23 10:26:56.883562,Roc Eclerc,1,1,0,1,1,1,1,2014-07-16,2020-07-16,16-93-022,1,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/93/villepinte/pompes-funebres-roc-eclerc,0,1,1,1,301 916 532 00049,-1,0,0
7799,46300,370d43cb2fa78297,JMB Villepinte Funéraire,48.9527436,2.5311678,74 BD Robert Ballanger,93420,35965,Villepinte,93078,1,0149360191,jmb829@orange.fr,,2020-10-23 10:26:56.998919,,0,1,0,1,1,1,1,2016-05-20,2022-05-20,16-93-234,-1,1,-1,-1,1,-1,1,https://meilleures-pompes-funebres.com/93/villepinte/jmb-villepinte-funeraire,-1,-1,-1,1,494 117 237 00011,-1,0,0
7800,46301,a8a9ab34d393ef0d,Pompes Funèbres Sublimatorium Florian Leclerc,48.9522556,2.5296114,"54, bld Robert Ballanger",93420,35965,Villepinte,93078,1,0143859174,pffvillepinte@orange.fr,,2020-10-23 10:26:57.107064,Services funéraires Sublimatorium Florian Leclerc,1,1,0,0,1,1,1,,,21-93-0109,-1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/93/villepinte/pompes-funebres-florian-leclerc-sublimatorium,0,1,1,1,511 394 025 00049,-1,0,0
7801,46302,29546d2de7276d11,Cimetière Intercommunal,48.9526945,2.3525278,"95, rue Marcel Sembat",93430,177,Villetaneuse,93079,2,0149712090,salihaaassoumi@cimetierejoncherollesfr,,2020-10-23 10:26:57.214916,,0,0,0,0,0,1,0,2014-07-28,2014-07-28,15-93-029,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,0
7802,46303,376beb1472592990,Société d’Économie Mixte SEMAFEC,48.9526945,2.3525278,"95, rue Marcel Sembat",93430,177,Villetaneuse,93079,2,0149712098,huguesfauconnet@semadecfr,,2020-10-23 10:26:57.322626,,0,0,1,0,1,1,0,2014-07-28,2020-07-28,16-93-069,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,0
7803,46304,7239e4ab52fc7219,Marbrerie Josephine,48.9533815,2.3527479,"Cimetière des joncherolles 95, rue Marcel Sembat",93430,177,Villetaneuse,93079,2,0188245494,jeanclaudejosephine@gmail.fr,,2020-10-23 10:26:57.425294,,0,0,0,0,1,1,0,2018-01-26,2026-01-26,18-93-071,1,0,0,0,1,1,1,https://meilleures-pompes-funebres.com/93/villetaneuse/marbrerie-josephine,0,0,1,-1,314 527 284 00017 ,-1,0,0
7804,46305,05fe42ac3ee957c5,SARL ENTREPRISE DE OLIVEIRA,48.9087439,2.3979432,"160, avenue Jean Jaurès",93500,35972,Pantin,93055,1,0148443821,,,2020-10-23 10:26:57.533849,,0,0,0,1,0,0,0,2017-04-11,2023-04-11,18-93-015,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,2,0
7805,46306,035f5e0495b8c981,Pompes Funèbres Générales,48.8964234,2.4017,"82, avenue du Général Leclerc",93500,35972,Pantin,93055,1,0148450010,Agence-Pantin-1@PFG.FR,,2020-10-23 10:26:57.642040,PFG Services Funéraires,1,1,0,1,1,1,1,2016-02-25,2022-02-25,18-93-099,1,1,0,1,1,1,1,https://meilleures-pompes-funebres.com/93/pantin/pompes-funebres-generales-pfg,0,1,1,1,542 076 799 05428,-1,0,0
7806,46307,ab7bc59981549971,Pompes Funèbres Générales,48.9086569,2.4001853,"10, avenue du cimetière Parisien",93500,35972,Pantin,93055,1,0148405090,Agence-Pantin-2@PFG.FR,,2020-10-23 10:26:57.748246,PFG Services Funéraires,1,1,0,1,1,1,1,2019-02-20,2025-02-20,19-93-129,1,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/93/pantin/pompes-funebres-generales-pfg-0,0,1,1,1,542 076 799 05410,-1,0,0
7807,46308,4196dad4f83d00fa,Pompes Funèbres Marbrerie Benhamou,48.9091503,2.3987518,34 Avenue du Cimetière Parisien,93500,35972,Pantin,93055,1,0148450594,benhamou-pantin@wanadoo.fr,,2020-10-23 10:26:57.852997,,1,1,0,0,1,1,0,2014-10-17,2020-10-17,14-93-020,1,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/93/pantin/pompes-funebres-benhamou,0,0,0,1,421 703 844 00017,-1,0,0
7808,46309,21031cf73094019d,Pompes Funèbres Marbrerie Maison Warga,48.9090523,2.3991974,"26, avenue du Cimetière Parisien",93500,35972,Pantin,93055,1,0148403844,info@warga.com,,2020-10-23 10:26:57.957470,Roc Eclerc,0,1,0,1,1,1,1,2017-05-12,2023-05-12,17-93-025,1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/93/pantin/warga-roger,0,0,0,1,307 786 905 00025,-1,0,0
7809,46310,453669802219dd95,Pompes Funèbres Santilly,48.8862769,2.4156036,"10, rue des Pommiers",93500,35972,Pantin,93055,1,0148450276,contact@santilly.com,,2020-10-23 10:26:58.066347,Le Choix Funéraire,1,1,1,1,1,1,1,2015-06-30,2021-06-30,15-93-051,1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/93/pantin/pompes-funebres-santilly-le-choix-funeraire,0,0,1,1,,-1,0,0
7810,46311,9bc2295a6f828a31,Pompes Funèbres Santilly,48.9014172,2.4131918,"170, avenue du Général Leclerc",93500,35972,Pantin,93055,1,0148450276,contact@santilly.com,,2020-10-23 10:26:58.180431,Le Choix Funéraire,1,1,0,0,1,0,0,2019-05-21,2025-05-21,19-93-157,1,1,1,0,1,1,1,https://meilleures-pompes-funebres.com/93/pantin/pompes-funebres-santilly-choix-funeraire-agence-pantin-parisien,0,0,1,1,,-1,0,0
7811,46312,d1bc72a301d8c550,Pompes Funèbres Marbrerie M.C.P,48.9008748,2.4121098,"158, avenue du général Leclerc",93500,35972,Pantin,93055,1,0603191460,charles@societemcp.fr,,2020-10-23 10:26:58.281679,,0,1,1,1,1,1,1,,,20-93-074,1,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/93/pantin/marbrerie-cimetiere-de-pantin-charles-et-tocchi,0,0,1,1,562 105 130 00032,-1,0,0
7812,46313,25dcc038cdadea18,Pompes Funèbres Marbrerie Miquel Tournier,48.9415761,2.5043955,"100, route de Mitry",93600,35954,Aulnay-sous-Bois,93005,1,0148666048,Agence-AulnaySousBois-2@DIGNITE.FR,,2020-10-23 10:26:58.409638,Dignité Funéraire,1,1,0,1,1,1,1,2019-02-04,2025-02-04,19-93-193,1,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/93/aulnay-sous-bois/pompes-funebres-marbrerie-miquel-tournier,0,1,1,1,542 076 799 08687,-1,0,0
7813,46314,b734380df8aa1b88,Pompes funèbres Marbrerie Aulnay,48.9341453,2.4909752,"30, rue Charcot",93600,35954,Aulnay-sous-Bois,93005,1,0148682011,pffaulnay@orangefr,,2020-10-23 10:26:58.512246,,0,1,0,0,1,1,0,2018-12-13,2024-12-13,18-93-223,1,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/93/aulnay-sous-bois/pompes-funebres-aulnay,0,0,0,0,477 594 675 00019,-1,0,0
7814,46315,5d569d25d881f578,Pompes funèbres Sublimatorium Florian Leclerc,48.9336327,2.4991112,"21, boulevard Félix Faure",93600,35954,Aulnay-sous-Bois,93005,1,0148790808,pffaulnay@orange.fr,,2020-10-23 10:26:58.620846,Services funéraires Sublimatorium Florian Leclerc,0,1,0,0,1,1,0,2015-04-23,2021-04-23,19-93-253,0,0,1,0,1,1,1,https://meilleures-pompes-funebres.com/93/aulnay-sous-bois/pompes-funebres-florian-leclerc-sublimatorium,0,1,1,1,,-1,0,0
7815,46316,9af31f85910725e8,Pompes Funèbres Musulmanes Elamen,48.9345821,2.4935529,"29-31, avenue Anatole France",93600,35954,Aulnay-sous-Bois,93005,1,0158601111,contact@elamen.fr,,2020-10-23 10:26:58.730104,,1,1,0,1,1,1,1,2017-11-06,2023-11-06,16-93-304,0,1,1,0,1,1,1,,0,0,1,1,,1,0,0
7816,46317,3fc99802e66bd888,Al hakam les funérailles musulmanes,48.9169927,2.4465381,"3 bis, avenue des Tilleuls",93700,35980,Drancy,93029,1,0646071304,alhakam@outlook.fr,,2020-10-23 10:26:58.836641,,0,1,0,1,1,1,1,2020-03-27,2026-03-27,20-93-0123,0,1,0,0,0,0,-1,,0,0,0,1,,1,0,0
7817,46318,a22a92541e411da7,Pompes Funèbres Générales,48.9227195,2.4454775,"6, place de l’Hôtel de Ville",93700,35980,Drancy,93029,1,0148320153,Agence-Drancy-1@PFG.FR,,2020-10-23 10:26:58.945765,PFG Services Funéraires,1,1,0,1,1,1,1,2016-02-25,2022-02-25,18-93-102,0,1,1,0,1,1,1,,0,1,1,1,,-1,0,0
7818,46319,1b448c056b628f94,Pompes Funèbres Santilly,48.918244,2.4171596,"240, route de Stalingrad",93700,35980,Drancy,93029,1,0148371560,contact@santilly.com,,2020-10-23 10:26:59.053800,Le Choix Funéraire,0,1,1,1,1,1,1,2016-04-11,2022-04-11,16-93-149,0,1,1,1,1,1,1,https://meilleures-pompes-funebres.com/93/drancy/pompes-funebres-santilly-le-choix-funeraire,0,0,1,1,408 594 356 00011,-1,0,0
7819,46320,a6d028d7af726866,Pompes Funèbres Eurolimpide,48.921473,2.4488175,"41/43, avenue Jean Jaurès",93700,35980,Drancy,93029,1,,pfafmreurolimpide@gmail.com,,2020-10-23 10:26:59.161846,,0,1,0,1,1,1,1,2015-04-23,2021-04-23,15-93-235,0,1,0,0,1,1,1,https://meilleures-pompes-funebres.com/93/drancy/p-f-eurolimpide-afmr,0,0,1,1,439 613 118 00025,-1,0,0
7820,46321,63a3e1ad6f5dcb62,BASTOS 96,48.9283717,2.4416711,"16, rue Henri Fournier",93700,35980,Drancy,93029,1,0148353967,bastos96@freefr,,2020-10-23 10:26:59.269638,,0,0,0,0,1,0,0,2015-11-24,2021-11-24,15-93-261,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,1,0
